Feature,Importance
mileage 6565 km,7.068415241171578
mileage 277405 km,7.066658262623401
mileage 115783 km,7.062958652507077
mileage 99217 km,7.0624131094523825
mileage 117158 km,7.055533492804483
mileage 238546 km,7.052443618375786
mileage 43071 km,7.044792984067171
mileage 183222 km,7.040927113833173
mileage 110571 km,7.017899851263658
model RAV 4 SPORT,7.017899838382404
mileage 99110 km,7.011692868394648
mileage 143091 km,7.011554322663733
model G35 x,7.009088508209337
mileage 61805 km,7.0035502520656765
mileage 64800 km,6.987474328075235
mileage 136496 km,6.968604593088055
mileage 81819 km,6.953412155771472
mileage 129080 km,6.943035499748056
mileage 190698 km,6.93640048636147
mileage 271776 km,6.933143793905158
mileage 133480 km,6.930727232385022
mileage 103873 km,6.924413864072395
mileage 13522 km,6.923086770814492
mileage 203000 km,6.917806695220909
model A5 Sportback,6.917806690808558
mileage 146552 km,6.917623917452607
mileage 181970 km,6.9157519616795495
mileage 241000 km,6.893692984512626
mileage 195965 km,6.892583194177541
mileage 193881 km,6.883839845033418
mileage 116350 km,6.883401276246441
mileage 111365 km,6.880098107675835
mileage 135759 km,6.869104623889165
mileage 235729 km,6.868768549381189
mileage 50877 km,6.868164327852103
model Wish,6.866016918802095
mileage 181474 km,6.864986944881472
mileage 154629 km,6.862631655816163
mileage 54112 km,6.859767965883005
mileage 41412 km,6.854876699894509
mileage 136192 km,6.8515051821944155
mileage 146948 km,6.851396257945038
model Camry se,6.833681085184377
mileage 128257 km,6.80792169579924
mileage 63600 km,6.8036216253710755
mileage 206344 km,6.794304549615518
mileage 50338 km,6.774380266720772
mileage 297600 km,6.767845070030397
mileage 110415 km,6.767055685806891
mileage 174400 km,6.763030471635479
mileage 227371 km,6.757161377988819
mileage 142035 km,6.755055052275992
mileage 19109 km,6.7375335781433945
mileage 66890 km,6.730358880520755
mileage 191110 km,6.716957452280949
levy 949,6.716957375441578
mileage 149038 km,6.7091342171114725
mileage 104448 km,6.708996422753213
mileage 106553 km,6.700372772626722
mileage 187794 km,6.693594109362298
mileage 176682 km,6.6891443621835185
mileage 124723 km,6.685333848681428
mileage 54595 km,6.676431718131858
mileage 122198 km,6.672792469714545
mileage 267015 km,6.663704293404557
mileage 78541 km,6.653373677927151
mileage 150091 km,6.642454502510675
mileage 45022 km,6.635071266471734
mileage 136027 km,6.626628521116689
mileage 91678 km,6.618828412940394
mileage 83244 km,6.618675672274731
mileage 172347 km,6.617067514434499
mileage 218280 km,6.611677189547076
mileage 105344 km,6.608099778960461
mileage 175237 km,6.598620115134778
manufacturer PEUGEOT,6.588870420686729
mileage 31455 km,6.586796069352455
mileage 68047 km,6.583448541425558
model Q5,6.581999886911269
mileage 41279 km,6.581404398625207
mileage 246480 km,6.574162612827591
mileage 104958 km,6.571886287427365
mileage 51155 km,6.57148632504378
mileage 66226 km,6.5712450401659686
mileage 166850 km,6.549402714328205
mileage 30901 km,6.548040304429632
mileage 28904 km,6.543514455620204
mileage 99108 km,6.529347136948095
mileage 120455 km,6.515923104466729
mileage 553481 km,6.5158854610074535
mileage 128994 km,6.515557982046724
mileage 533571 km,6.514641249468496
mileage 220696 km,6.51261075128716
mileage 174899 km,6.511987087134172
mileage 89461 km,6.5072227815657735
mileage 72464 km,6.504760161807772
mileage 129834 km,6.502982808885211
mileage 371964 km,6.502706035406077
model Rx-8,6.491425619614615
mileage 73402 km,6.490773686257854
mileage 471632 km,6.475471626988493
mileage 432994 km,6.475379463219737
mileage 509460 km,6.471405246034908
model Volt premier,6.466582575432379
mileage 200870 km,6.463650245104042
mileage 133608 km,6.430758530694566
mileage 188000 km,6.421555619541282
mileage 215810 km,6.416830660572489
mileage 97500 km,6.406405507590118
mileage 103453 km,6.4044227323290635
mileage 78296 km,6.399690081678337
mileage 75654 km,6.3927531602438865
levy 2705,6.392638499050281
mileage 219829 km,6.392638477335947
mileage 111200 km,6.384579169737956
mileage 67861 km,6.3806336381757855
mileage 94632 km,6.3799975793187755
mileage 115444 km,6.378430176832656
mileage 54963 km,6.359374295351197
mileage 185217 km,6.356252426016384
mileage 88694 km,6.351313151734506
mileage 143415 km,6.335489819822534
mileage 239907 km,6.324879108526963
mileage 255677 km,6.319963879965886
model 500 sport panorama,6.310876281515872
mileage 423418 km,6.3105086638902685
mileage 489584 km,6.307574187982154
mileage 42852 km,6.296630253778484
mileage 134750 km,6.2765412374308465
mileage 233000 km,6.270616327207963
mileage 146844 km,6.26429659257042
mileage 152848 km,6.221470995274299
mileage 71318 km,6.219473970597371
mileage 346078 km,6.211477798885516
mileage 197275 km,6.199263529218692
mileage 82111 km,6.1972406243940075
mileage 225000 km,6.19411946207332
mileage 179828 km,6.193736404408352
mileage 65738 km,6.1893209252109935
mileage 179918 km,6.18742640681318
mileage 193488 km,6.179961587427851
mileage 147398 km,6.1792951861285665
mileage 277906 km,6.169718259378558
mileage 128495 km,6.169529275853965
mileage 139924 km,6.168475075359807
mileage 120641 km,6.167032574982371
mileage 181385 km,6.160058516504974
mileage 148765 km,6.156849883289348
mileage 144879 km,6.154453006200973
mileage 76466 km,6.148050389606241
mileage 210239 km,6.146916987582862
mileage 72030 km,6.144165093789537
mileage 32637 km,6.14228515854398
mileage 49126 km,6.135824394193704
mileage 109729 km,6.124155748573892
mileage 114588 km,6.118029687431294
mileage 148427 km,6.116996998273117
mileage 194159 km,6.114997645009291
mileage 175198 km,6.106886891376959
mileage 60850 km,6.103266664546649
mileage 148310 km,6.102137609562883
mileage 91416 km,6.100855349281929
mileage 218429 km,6.092989778328522
mileage 46131 km,6.09101470089284
mileage 108222 km,6.0904075202657975
model Optima ex,6.086200653118428
mileage 91125 km,6.078535027992939
mileage 183380 km,6.070024841552619
mileage 196448 km,6.069216091030439
mileage 95510 km,6.064738302806259
mileage 88733 km,6.063565787299245
mileage 348800 km,6.062944594964445
mileage 102528 km,6.062380189746521
mileage 274088 km,6.057923285513686
mileage 286046 km,6.05573624783825
mileage 221319 km,6.052868224786218
mileage 296391 km,6.037239432474311
mileage 163312 km,6.035602880136186
mileage 177194 km,6.033878767463487
model G37,6.0300599428845185
mileage 94055 km,6.026442379074306
mileage 324520 km,6.00631856627872
mileage 90102 km,6.005883770684827
mileage 54575 km,5.9919148309291845
mileage 36805 km,5.99148303422386
mileage 201494 km,5.990795904149251
mileage 30258 km,5.987700426387635
mileage 169031 km,5.984477754395798
mileage 161345 km,5.978059566438304
model Yaris RS,5.976322931029974
mileage 156802 km,5.974310268427999
mileage 260128 km,5.96663545692906
model Sprinter Maxi-ს Max,5.963133121397316
mileage 328000 km,5.963133030601103
mileage 71466 km,5.961183640772652
mileage 114886 km,5.9570162190688
mileage 75437 km,5.9424315567098125
mileage 61336 km,5.9394998271462995
levy 916,5.9394997185405884
mileage 212501 km,5.931654633836607
mileage 265315 km,5.924543996778404
mileage 256175 km,5.9137105425473315
mileage 33005 km,5.911371844763447
mileage 188083 km,5.91055197720323
mileage 86658 km,5.904715435774812
mileage 100403 km,5.894211416704547
mileage 147562 km,5.893103556235598
mileage 100492 km,5.889149609879836
mileage 157988 km,5.887121741070554
mileage 198916 km,5.880786793841248
mileage 194280 km,5.87335419036427
mileage 81025 km,5.858369676099727
mileage 168395 km,5.851694627499835
mileage 130658 km,5.841792077261704
levy 557,5.8388662108992335
mileage 157464 km,5.832063686452851
model Impreza G4,5.817648608610123
mileage 1810 km,5.809247947367538
mileage 121122 km,5.807342236982626
mileage 358936 km,5.805282770529047
mileage 101357 km,5.801628883079464
mileage 152595 km,5.792943542882154
mileage 242211 km,5.787169276516215
mileage 55225 km,5.7767419438111185
mileage 161388 km,5.772128788975129
mileage 101552 km,5.771249260450613
mileage 158091 km,5.765305043449712
mileage 95665 km,5.759717926663079
mileage 180833 km,5.748759040220676
mileage 220240 km,5.748152301664376
mileage 77721 km,5.747116954481817
model 500 turbo,5.740315475169486
mileage 58000 km,5.740315400365901
mileage 39138 km,5.731583905836777
mileage 107618 km,5.723637509547336
mileage 175056 km,5.7187606426843125
mileage 110112 km,5.7072542115583005
mileage 115739 km,5.7072115393728815
mileage 98861 km,5.698795794450817
mileage 240746 km,5.69815998078297
mileage 162095 km,5.694519201949195
mileage 202420 km,5.69079703730404
mileage 96959 km,5.684967188588672
mileage 119595 km,5.670878269600235
mileage 30425 km,5.669749008825761
mileage 31114 km,5.660960958972449
levy 362,5.660960862460677
mileage 70600 km,5.645732755103657
mileage 31102 km,5.642837750067834
mileage 27358 km,5.642665614074263
mileage 121831 km,5.637314340790746
mileage 58284 km,5.634231053327797
mileage 20796 km,5.633619512628526
mileage 85600 km,5.621126376163421
mileage 143502 km,5.6198908187633085
mileage 115028 km,5.616894322580676
mileage 148800 km,5.603118624913339
mileage 68630 km,5.602532157810517
mileage 157300 km,5.5919380493265685
mileage 187274 km,5.585097060028698
mileage 183631 km,5.57480064204403
mileage 106360 km,5.567369578925264
mileage 139328 km,5.5654572863324985
mileage 134498 km,5.564333031981165
mileage 139448 km,5.562316218329009
mileage 196770 km,5.55927641323143
mileage 165442 km,5.558583115897011
model B 200,5.5531473917600715
model ML 300,5.548532683179675
mileage 19999 km,5.535253957556879
mileage 232801 km,5.5257769835622526
mileage 101248 km,5.513544505799385
mileage 502500 km,5.512453129184936
mileage 58285 km,5.5064602678547
manufacturer RENAULT,5.496497961955866
model Megane GT Line,5.496497960249131
mileage 472304 km,5.49201006127249
mileage 193685 km,5.490434959404246
mileage 71479 km,5.483360971519066
mileage 190400 km,5.481063067225692
mileage 112282 km,5.473882961671325
mileage 168131 km,5.466651881168819
mileage 241994 km,5.466212720962236
mileage 132300 km,5.460739960911668
model E 220 211,5.458320575514633
mileage 262298 km,5.447247095188306
mileage 201935 km,5.444895550687566
mileage 62741 km,5.444704262464489
model GX 460,5.437156440288087
mileage 239917 km,5.411988430380126
mileage 73842 km,5.405689588294445
mileage 87500 km,5.403004582900161
mileage 268872 km,5.401614979490792
mileage 255456 km,5.399987377742525
mileage 267398 km,5.39960945273016
mileage 310064 km,5.3985207768108925
mileage 77400 km,5.391299992232605
mileage 107005 km,5.391032979856632
model Tiguan,5.382459244066545
mileage 192533 km,5.375712407297627
mileage 31780 km,5.368128786156787
mileage 39709 km,5.364028695804299
mileage 127507 km,5.359195634639638
mileage 101547 km,5.35672251535491
mileage 133225 km,5.349304926059047
mileage 26918 km,5.338721889040047
model 300 LIMITED,5.335159470997077
levy 1661,5.321248528408615
mileage 154231 km,5.31902439672689
mileage 151846 km,5.317262931091303
mileage 203466 km,5.304181912471485
mileage 104090 km,5.296655870548607
mileage 177512 km,5.295727027281852
mileage 117451 km,5.292804003340987
mileage 97880 km,5.292054070130943
mileage 84669 km,5.289521892655363
mileage 201876 km,5.286917540356628
mileage 282994 km,5.285809169860857
mileage 258706 km,5.285624441135943
mileage 246839 km,5.284054248649001
mileage 314772 km,5.283730974031616
mileage 17000 km,5.283702353358503
mileage 284490 km,5.282761149232656
mileage 286095 km,5.282484056455904
mileage 322292 km,5.2807753176837275
mileage 265917 km,5.280498224819714
mileage 261167 km,5.2804520425900945
mileage 187270 km,5.279638214251137
mileage 276687 km,5.279205125137972
mileage 295970 km,5.275141097690179
mileage 257102 km,5.273201447979361
mileage 239314 km,5.272878172987985
mileage 272772 km,5.271261798609825
mileage 191836 km,5.268140232549057
mileage 285888 km,5.25669418200559
mileage 742997 km,5.238639837125724
mileage 185011 km,5.236918904434662
mileage 57498 km,5.232620546352762
mileage 51905 km,5.226360979479544
mileage 134052 km,5.2250122381800495
mileage 384418 km,5.2191675094196865
mileage 496592 km,5.218430198649294
mileage 291437 km,5.21156399446506
mileage 401021 km,5.198522814037486
mileage 418369 km,5.19843065022391
mileage 386544 km,5.190550643892696
mileage 127955 km,5.1904938345646805
mileage 207187 km,5.182666119759702
mileage 312690 km,5.180136132517034
mileage 38254 km,5.170681332603554
mileage 26729 km,5.166757384264412
mileage 75012 km,5.164690158799296
mileage 55073 km,5.160973700230321
mileage 196764 km,5.156081581268146
mileage 216155 km,5.154680222352778
mileage 198253 km,5.129599718958419
mileage 179664 km,5.1258908522987605
mileage 102788 km,5.113508585514922
mileage 97527 km,5.10680260485332
mileage 47676 km,5.103036628609355
mileage 121003 km,5.093688949641444
mileage 146526 km,5.090472880151469
mileage 79730 km,5.084496583226796
mileage 159436 km,5.0830250028659725
mileage 52320 km,5.080214942872749
mileage 174518 km,5.070376583822885
mileage 239027 km,5.0543568232746585
mileage 295000 km,5.050922817693936
mileage 358370 km,5.042546581086329
mileage 97512 km,5.040836675616635
mileage 57400 km,5.03808795252935
mileage 140477 km,5.031198909667927
mileage 1717 km,5.027920629268573
mileage 51227 km,5.02686229572645
mileage 358526 km,5.020754011200687
mileage 169027 km,5.020055161492333
mileage 89986 km,5.017797512611568
mileage 381135 km,5.0086542929701015
mileage 53014 km,5.006877529882836
mileage 140004 km,5.004186184808239
mileage 152400 km,5.00309249140666
mileage 181000 km,5.002501204823508
mileage 516176 km,4.9877337875971905
mileage 47000 km,4.985789174219256
mileage 219236 km,4.985225507291721
mileage 132043 km,4.985142330253931
mileage 191263 km,4.978590301804072
model Fusion TITANIUM,4.977509096585189
mileage 56288 km,4.977443628936936
mileage 86660 km,4.976353501732397
mileage 175346 km,4.967531773836322
mileage 232078 km,4.966220301823986
mileage 150246 km,4.9573961284547705
mileage 101037 km,4.949065225694018
mileage 292000 km,4.9465792281857315
model E 280 CDI,4.946579200354885
mileage 167405 km,4.937001904241755
mileage 96549 km,4.921011844147587
levy 2188,4.9170133565087
mileage 51865 km,4.9112322407831694
mileage 287146 km,4.906723438862365
mileage 161629 km,4.906013456308393
mileage 224077 km,4.899243666562763
mileage 40299 km,4.899137680160862
mileage 390966 km,4.889632914166896
mileage 275721 km,4.888301553322324
mileage 32578 km,4.869739023846569
mileage 126104 km,4.853047070236812
mileage 230336 km,4.85131429031222
mileage 76525 km,4.842324172412081
mileage 69968 km,4.840922075584605
mileage 179421 km,4.83957483854273
mileage 26724 km,4.833442530552012
mileage 99748 km,4.826695738853898
mileage 92035 km,4.819585381814926
mileage 592541 km,4.813572799222517
mileage 30363 km,4.813221295345313
mileage 608650 km,4.805029105021009
mileage 583499 km,4.804982922921339
mileage 86262 km,4.797559935961691
mileage 207000 km,4.793866465761815
mileage 57980 km,4.789586187868832
mileage 57956 km,4.787092352810994
mileage 186872 km,4.779443504615026
mileage 280000 km,4.777407156430781
mileage 148794 km,4.774374064339432
mileage 73362 km,4.771096137726785
mileage 41984 km,4.770067601265271
mileage 122603 km,4.768982455557275
mileage 120570 km,4.741301044677315
mileage 61650 km,4.727889585900575
mileage 50488 km,4.716843120377466
mileage 42642 km,4.716572515900787
mileage 396230 km,4.704936363501717
model Escape Titanium,4.703614428655126
mileage 175200 km,4.70313533352418
mileage 406314 km,4.677827452764122
mileage 151995 km,4.673209751220479
levy 695,4.668474129034519
mileage 51678 km,4.668474060054252
model Carnival grand,4.663196354282629
levy 1361,4.663196344780321
mileage 84176 km,4.663196262116253
mileage 223603 km,4.662564622822357
mileage 148510 km,4.634841962254472
mileage 134982 km,4.608987232405647
mileage 171960 km,4.605956248127721
mileage 177309 km,4.603785687903894
mileage 136275 km,4.589877171314858
mileage 199536 km,4.580200298269088
mileage 120682 km,4.5783392752666705
mileage 316912 km,4.5747123849449
mileage 149896 km,4.562892332197941
mileage 236571 km,4.55954510923302
mileage 433658 km,4.554556383547952
mileage 181809 km,4.552623996449673
mileage 69320 km,4.550037349736849
mileage 43330 km,4.534868516984154
mileage 167333 km,4.52435865858688
mileage 287274 km,4.51785833648238
model CC 2.0 T,4.517081672270882
mileage 46208 km,4.515396036026135
model 335,4.51369746452511
mileage 99821 km,4.5114983691331485
mileage 351954 km,4.510767520122649
mileage 136869 km,4.510331481662491
mileage 128992 km,4.5079729975602545
model Optima k5,4.503594668135342
mileage 65000 km,4.483726572406808
mileage 101682 km,4.453617331853459
model 320 i,4.4486173838146135
mileage 458966 km,4.423672627210651
mileage 290838 km,4.423626444979956
mileage 520393 km,4.418674865730566
mileage 111965 km,4.417497738310767
mileage 91500 km,4.411592718846261
model Discovery LR3,4.411262221931149
model X3,4.410391002964237
model Jetta სპორტ,4.406033325888737
mileage 548407 km,4.39022580594959
mileage 609333 km,4.389671620334758
mileage 536212 km,4.387870517287551
mileage 472279 km,4.387177785435624
mileage 143950 km,4.383519790410266
mileage 175126 km,4.370041757748823
mileage 93914 km,4.367325650284504
mileage 123700 km,4.360914254267466
model Allroad,4.356285596027629
mileage 159747 km,4.352925090962708
mileage 130001 km,4.345346445791524
mileage 194314 km,4.335815896382468
mileage 31045 km,4.335046618172519
mileage 195996 km,4.330505991729945
mileage 106675 km,4.3155865593922185
mileage 221500 km,4.3154906585504955
mileage 140451 km,4.303341386888978
mileage 44768 km,4.292497058572266
mileage 348486 km,4.2924124065536695
mileage 187144 km,4.290501645399228
mileage 181360 km,4.284462940457405
mileage 26432 km,4.271858427760059
mileage 30662 km,4.253424045096911
mileage 81917 km,4.248217604975626
mileage 184554 km,4.242947640508004
mileage 35898 km,4.240623230086239
mileage 457978 km,4.236004085495282
mileage 74422 km,4.232834447576173
mileage 56150 km,4.232653066128873
mileage 88300 km,4.225434765827114
mileage 146664 km,4.221969850796987
mileage 78082 km,4.221071684258449
mileage 22878 km,4.211552487916966
mileage 103541 km,4.209261198152277
mileage 165003 km,4.205710135541005
mileage 338000 km,4.193618102203645
mileage 241227 km,4.169634301470726
mileage 241768 km,4.162079076950117
levy 1341,4.156824859296067
mileage 479998 km,4.156824750365808
mileage 137433 km,4.156055070788651
mileage 208130 km,4.15546941450594
mileage 93376 km,4.150355478039879
mileage 115363 km,4.144853816842235
mileage 33985 km,4.141468705479007
mileage 39625 km,4.1336548864425815
levy 425,4.133654771634238
mileage 170347 km,4.129359030594165
mileage 72369 km,4.122325590659891
mileage 238357 km,4.11682322907372
mileage 134863 km,4.1100964648939655
mileage 273249 km,4.109651780129697
mileage 15602 km,4.106025312834918
mileage 53729 km,4.091961079074061
mileage 310000 km,4.091505201357839
mileage 493905 km,4.08786487561962
mileage 60031 km,4.085957402035192
mileage 92800 km,4.065166894828446
mileage 29703 km,4.0634360005492995
mileage 38400 km,4.057638967904626
mileage 196654 km,4.044064241936681
mileage 32852 km,4.0333444519789365
mileage 107271 km,4.022311334539673
mileage 27334 km,4.020156997730016
levy 732,4.015598635024734
mileage 251201 km,4.013633205553986
mileage 97137 km,4.011452823129556
mileage 115505 km,4.0113445861958406
mileage 98033 km,4.001024627290836
mileage 125581 km,3.9883574097971533
mileage 61100 km,3.9784011030102815
mileage 50509 km,3.9733091413414177
mileage 233728 km,3.9710886921581743
levy 994,3.9710885331939876
model Cerato K3,3.9701464806074154
mileage 189855 km,3.960119538205264
mileage 98937 km,3.958509107665615
mileage 138749 km,3.957329692715965
levy 552,3.955746498506607
mileage 82296 km,3.9539336548667987
levy 780,3.9534295381258735
mileage 51385 km,3.95210645568521
model Fusion 1.6,3.949736235582369
mileage 195982 km,3.949582701667531
model 530 I,3.948978589663707
mileage 175194 km,3.941961007461197
mileage 31460 km,3.936316934780326
mileage 344434 km,3.9331498845908475
mileage 42367 km,3.9184592151101185
mileage 114960 km,3.912764991018923
mileage 163866 km,3.9075106506088484
mileage 195000 km,3.9025574939057077
mileage 41370 km,3.8967001642042858
mileage 186836 km,3.888896115656002
model 535 i,3.8882783798492966
mileage 133923 km,3.8851354020268607
mileage 362454 km,3.8850273447065273
mileage 486631 km,3.884519341180712
mileage 158267 km,3.8826214506810555
mileage 196069 km,3.880141266674727
mileage 325829 km,3.879993492558335
mileage 362868 km,3.879947310329919
mileage 335782 km,3.8798549461647367
mileage 720227 km,3.8790698495039826
mileage 746740 km,3.8790236673583225
mileage 113660 km,3.8655261298553
mileage 354648 km,3.8622273498072044
mileage 125874 km,3.852974809985183
mileage 142600 km,3.8495204800896787
mileage 70880 km,3.846342832176897
mileage 125538 km,3.8269780153814503
mileage 46656 km,3.8269395647350133
levy 2177,3.826939366869349
mileage 74429 km,3.8254609231139254
mileage 108782 km,3.817526450567353
mileage 286000 km,3.810486441659866
mileage 32510 km,3.8008277420911556
mileage 158787 km,3.7929635626392986
mileage 91751 km,3.7901429124195203
mileage 150881 km,3.75395234056295
mileage 136935 km,3.7436238188516726
mileage 477316 km,3.737847450563633
mileage 346470 km,3.7377089043305327
mileage 432435 km,3.7372470828961903
mileage 330659 km,3.7370623544990917
mileage 264872 km,3.735492161956173
mileage 352050 km,3.7324903234573394
mileage 307325 km,3.731389718708666
mileage 402881 km,3.7300888526356264
mileage 119765 km,3.7263191094794856
mileage 173877 km,3.7240281277709966
mileage 52131 km,3.7237099555218576
mileage 275877 km,3.7226073474951673
model Note,3.7208982827777994
mileage 80758 km,3.718191563470599
mileage 189966 km,3.714898814615384
model Matiz,3.7072591144442675
model Elantra gt,3.691836671450701
mileage 72018 km,3.6843671458368408
model Optima SXL,3.6831161909518713
mileage 92690 km,3.675778234836333
mileage 435560 km,3.656929262478571
model 328 DIZEL,3.6442414817931406
mileage 134372 km,3.6426485463595415
mileage 105661 km,3.6424725379800655
mileage 156620 km,3.632518678339205
model Taurus interceptor,3.631616330459147
mileage 390626 km,3.629566374444715
levy 1528,3.629566262390273
mileage 151591 km,3.6211853058269763
mileage 37074 km,3.6202210127105983
mileage 196590 km,3.619923202046761
mileage 180491 km,3.611769621410059
mileage 121899 km,3.6051653224635283
mileage 77917 km,3.599931861594616
model Tiida Latio,3.59901573149319
mileage 33100 km,3.5965312705822847
mileage 180204 km,3.587569931274063
mileage 68728 km,3.5853776646836044
mileage 180224 km,3.579831352959352
mileage 69111 km,3.576856633466886
mileage 241885 km,3.571434805619353
mileage 200000 km,3.563770498040902
mileage 266819 km,3.5577614608273964
mileage 78667 km,3.5536034100469407
mileage 96102 km,3.5535327619898482
mileage 113861 km,3.5455911182761657
mileage 126320 km,3.5446361184018107
mileage 137538 km,3.5391004487912814
mileage 129760 km,3.519793611917721
mileage 280040 km,3.518248249203896
levy 1473,3.518248200019769
levy 7058,3.5017328495391755
model Legacy,3.5017326909416706
mileage 156139 km,3.49738317697177
mileage 77174 km,3.48978031313236
mileage 51236 km,3.478286391322272
mileage 163063 km,3.471323510442314
mileage 230942 km,3.46873357287208
model REXTON SUPER,3.444198095345795
mileage 100628 km,3.4439302329027157
mileage 183731 km,3.4372712609628047
mileage 138525 km,3.4368606794481225
mileage 171138 km,3.434105829354272
mileage 52528 km,3.427957467649924
mileage 189000 km,3.4254063038377613
mileage 45881 km,3.418986938793222
mileage 97600 km,3.4165306763833887
mileage 157317 km,3.415763914944448
mileage 70978 km,3.406320607907564
mileage 28633 km,3.4061520572963353
mileage 105437 km,3.4050621320549195
model Jetta SE,3.3969387445158423
mileage 189374 km,3.395299479599886
model CC R line,3.393313269445138
mileage 138384 km,3.3895237949224586
mileage 326612 km,3.3822579831296165
mileage 159048 km,3.3722744693448328
mileage 107374 km,3.3692229770087816
mileage 99529 km,3.366548295356606
mileage 264132 km,3.3656215602239943
mileage 103017 km,3.3641663384502873
mileage 411923 km,3.361263833617344
mileage 189167 km,3.3598554610154956
mileage 560157 km,3.3538449023165553
mileage 33034 km,3.3477161466882497
mileage 127771 km,3.3462600320403157
mileage 160087 km,3.3379150579806365
mileage 136990 km,3.335420472488548
levy 922,3.333969984425326
mileage 44521 km,3.3339698428840188
mileage 236800 km,3.3337637644739564
mileage 175771 km,3.333305191474106
mileage 138241 km,3.33036559559196
model C 230 2.5,3.325401748585794
mileage 72609 km,3.325154347863828
mileage 170971 km,3.3244388327386507
mileage 69010 km,3.3235223397892266
mileage 57058 km,3.317378955672852
mileage 48595 km,3.310675119477609
mileage 98368 km,3.303646877007097
mileage 193873 km,3.30339132996789
mileage 58317 km,3.2985916655935505
model Yaris SE,3.2966307730198845
mileage 179067 km,3.2865835472955247
mileage 206608 km,3.282179868714919
mileage 45984 km,3.281545308958582
mileage 181421 km,3.2795584595296563
mileage 162558 km,3.2779201154096076
mileage 45566 km,3.2693315884224425
mileage 58499 km,3.268046906016631
mileage 38878 km,3.2646330983600036
mileage 50380 km,3.261595146766851
mileage 153515 km,3.2480861960554113
mileage 147786 km,3.2401253173507327
mileage 50261 km,3.2289819190661353
mileage 181722 km,3.215659013974113
mileage 16687 km,3.211055819959576
mileage 101179 km,3.2094945989750747
mileage 2741 km,3.2002529722007202
mileage 40772 km,3.2000082446226394
mileage 206088 km,3.1963287623717958
mileage 318358 km,3.186519277856437
mileage 165294 km,3.1778570722187247
mileage 143629 km,3.170773623772486
mileage 100800 km,3.1683736759837466
mileage 267632 km,3.162960790571815
mileage 68224 km,3.155282232608008
mileage 41253 km,3.150403250952762
mileage 72507 km,3.144745833513942
mileage 222680 km,3.1369130147927695
mileage 110019 km,3.131399391700326
mileage 220846 km,3.1251584070283296
mileage 131200 km,3.121348876281254
mileage 117139 km,3.121314266611311
mileage 155255 km,3.1184016188680017
mileage 162973 km,3.1158132756150216
mileage 155903 km,3.1101243892085964
mileage 115474 km,3.092924982866105
mileage 182000 km,3.09007568373218
levy 683,3.0822800209201557
mileage 56864 km,3.082279912768606
mileage 94650 km,3.0821773776265946
mileage 48656 km,3.0745818758348245
mileage 146691 km,3.07034385533612
mileage 205000 km,3.0615136518186454
mileage 103589 km,3.0615038261822707
mileage 128320 km,3.0513152331762745
model 130,3.04976791906022
mileage 72080 km,3.046253356530502
mileage 112862 km,3.0347596819517397
mileage 74184 km,3.034559575140064
mileage 421546 km,3.0327268661753535
mileage 99895 km,3.01575660126717
mileage 195630 km,3.0153641446893147
mileage 197826 km,3.0152597998931747
mileage 120805 km,3.0024891705648686
mileage 152937 km,2.9914306402798614
mileage 81050 km,2.974081824610576
mileage 164466 km,2.968804261088287
mileage 176635 km,2.9682815599437418
mileage 95590 km,2.956888158594677
mileage 79084 km,2.9335832686437473
mileage 122590 km,2.9259990820639126
mileage 279276 km,2.9233517642665734
mileage 32387 km,2.9228673373012146
mileage 140100 km,2.9177548586997433
mileage 287100 km,2.917670564695186
model CR-Z,2.9083507829600737
mileage 129123 km,2.9083507644550823
mileage 179000 km,2.8947129496189277
"model 118 2,0",2.8924106717770224
mileage 207442 km,2.890333939093473
mileage 51273 km,2.890133870755398
mileage 126199 km,2.8864655260003027
mileage 176379 km,2.884596343761392
mileage 132863 km,2.8845501621475966
mileage 254542 km,2.8834605811651293
mileage 31117 km,2.878934880746875
mileage 417767 km,2.8782883309973775
levy 461,2.8769444822540597
mileage 30089 km,2.8737538332059986
mileage 165892 km,2.8713368170067954
model Jetta sei,2.8608416757966224
mileage 77431 km,2.858530616104687
mileage 116691 km,2.8495447931025035
mileage 55210 km,2.8492737357519555
mileage 151780 km,2.8485118993614984
mileage 139000 km,2.847148644613656
mileage 129302 km,2.8433804809970167
mileage 79092 km,2.841566813762147
mileage 132967 km,2.8169043942819134
mileage 143269 km,2.8118722974747064
mileage 38305 km,2.809960682424913
mileage 38497 km,2.8098221360329236
mileage 117500 km,2.7939106257546116
mileage 361600 km,2.793658563749237
mileage 118103 km,2.789258329227203
mileage 46756 km,2.788614114651398
mileage 260053 km,2.78482305514835
mileage 66603 km,2.7808882446193257
mileage 235285 km,2.7738912779359364
mileage 115658 km,2.767179596564894
mileage 92400 km,2.7641544289125872
mileage 45256 km,2.751025256655886
mileage 138541 km,2.722544815349204
mileage 184067 km,2.722387100495959
mileage 171157 km,2.7189056458043663
mileage 52546 km,2.7132371075864614
mileage 183590 km,2.708619763472803
mileage 33333 km,2.702352797683317
levy 876,2.697013381776237
mileage 100069 km,2.695621617224205
mileage 170713 km,2.6948666833438635
mileage 43221 km,2.6839847843313764
mileage 36223 km,2.661930121268575
mileage 111774 km,2.6188816240145374
mileage 106500 km,2.5973602982985597
mileage 168436 km,2.586692922841846
mileage 49384 km,2.58603648649439
